"","V1","V2","V3"
"1",-1.48344304650709,-87.7151337460275,2145.27373554112
"2",-1.30934128936228,-82.0467432956384,1984.835467531
"3",-1.1924195995549,-82.4891035689135,2083.8323236401
"4",-1.1088066440638,-80.5335614841636,2014.00968579378
"5",-1.0413324294127,-78.7620761925975,1959.80232585665
"6",-0.985540419624669,-77.344042757334,1918.86974986681
"7",-0.939473223873421,-76.0441127442774,1888.54009371942
"8",-0.895977809207819,-74.8764691119811,1850.83378795046
"9",-0.857017139515587,-74.2955897738693,1849.17517218271
"10",-0.822567851328995,-73.7637792649034,1847.99088238721
"11",-0.787287007597342,-73.2012627774855,1820.25729397115
"12",-0.756556956331659,-72.4498530426989,1796.66374090723
"13",-0.728535688328948,-71.6476108761602,1770.26273174629
"14",-0.698194063007999,-71.8651511653474,1783.66749651172
"15",-0.671386176681209,-71.8447977067803,1800.64191244921
"16",-0.645299656000938,-71.9749962774358,1816.11092927968
"17",-0.6213649774193,-71.4730305986124,1797.0828079479
"18",-0.597476187020124,-71.7154556169787,1817.95907565008
"19",-0.575068488879824,-71.4060228683124,1806.99639925058
"20",-0.553653994603981,-71.0804528708587,1796.40584928899
"21",-0.534324447868865,-70.8148462765643,1798.33970724078
"22",-0.512899396185726,-71.0665654046609,1814.3253136326
"23",-0.492999379808534,-70.929864776688,1807.57646689911
"24",-0.473673697372013,-71.0892784601833,1821.92343944542
"25",-0.456026564333976,-70.8595915990583,1817.45969591474
"26",-0.437617808598792,-70.8762945978404,1822.26923860862
"27",-0.421081146982831,-70.4513854010836,1806.4696497733
"28",-0.406205580433277,-69.6806217330439,1778.91747690972
"29",-0.390574447801052,-69.38694723099,1774.75389891558
"30",-0.375971582962537,-68.846834316363,1760.28622255728
"31",-0.36004879251655,-68.8744179366882,1766.37234937338
"32",-0.346297700227117,-68.3739472877068,1751.19573387961
"33",-0.331413551217396,-68.1273708848284,1740.76250641418
"34",-0.316327824510707,-68.0267712561328,1737.90978686175
"35",-0.302871238514182,-67.4610031618339,1716.44713696919
"36",-0.290261970483288,-66.7789261540558,1688.99843218907
"37",-0.276569146883826,-66.5068395453701,1679.39032059315
"38",-0.261642162478651,-66.7491368889296,1691.1900924313
"39",-0.249201987588304,-66.4815416659642,1686.68112312708
"40",-0.235507994859967,-66.563258274634,1692.49736785519
"41",-0.223041426119382,-66.2891138054901,1680.50011860548
"42",-0.210765932224408,-66.1152381842524,1679.42238898504
"43",-0.19843361991207,-66.059146271592,1679.48377008991
"44",-0.186485462508987,-65.8264583802774,1671.62814085004
"45",-0.173541196681658,-65.7877679080181,1672.64474372997
"46",-0.164021057174141,-64.855924943998,1636.27261651921
"47",-0.152649683095889,-64.488062995672,1619.94557350894
"48",-0.140949840394604,-64.1174438731165,1604.28876175816
"49",-0.12873989073062,-64.1965676854552,1612.64833604458
"50",-0.117751672218427,-63.9824689150065,1611.07889329131
"51",-0.108022055746809,-63.4473686339403,1590.7084287944
"52",-0.0963184600113114,-63.3414746866472,1587.12815488966
"53",-0.0862165553400881,-62.7757050208884,1563.18050673136
"54",-0.0767935210067014,-62.2554194092921,1544.5240648896
"55",-0.0664873371421903,-62.0286063708837,1538.57828685396
"56",-0.0563264397803727,-61.6304201033667,1524.36859671469
"57",-0.044773992652049,-61.6475801224411,1524.22813885525
"58",-0.0351608833953161,-61.245319596717,1511.24188385626
"59",-0.0245458093646527,-61.2280502194568,1513.43417974918
"60",-0.0128057654277909,-61.5439185185332,1531.4635194584
"61",-0.00364183719813032,-61.1681968707386,1521.19441351459
"62",0.00694706986252844,-61.2272478545278,1527.36751234499
"63",0.0173383773168747,-61.1822371406798,1530.39181388935
"64",0.0278573986890993,-61.2050724529277,1534.67042609835
"65",0.0388044761407892,-61.3341203903459,1542.92431113359
"66",0.0480613095371402,-61.0623145088415,1536.67237651724
"67",0.0575069947755894,-60.8392676354749,1531.3142808865
"68",0.0683704431306902,-60.8376820305745,1531.30317276085
"69",0.0774411490866831,-60.5600759911639,1525.5054322117
"70",0.0864823064152362,-60.1870856213255,1512.92477773179
"71",0.0960988832768735,-59.9761513096467,1506.62952069763
"72",0.104598914458224,-59.6315799911074,1496.18312362995
"73",0.113950943733486,-59.3823527550003,1487.14688585176
"74",0.122721297536107,-59.2185436132163,1486.24346003303
"75",0.132922123363252,-59.4116387490821,1501.07447969102
"76",0.142387561986112,-59.3763989537559,1503.8950344921
"77",0.152090010734237,-59.4031552529915,1509.00311422055
"78",0.161221708769122,-59.1868606094094,1501.92228304431
"79",0.169228954743322,-58.6466056056628,1480.20362403653
"80",0.177724555925494,-58.4009666288311,1476.5016177343
"81",0.186003310794495,-58.1165260651535,1469.55925540855
"82",0.194706566467317,-57.9773603508264,1467.88801804638
"83",0.203542614430247,-57.6361923142976,1453.91099527233
"84",0.212196809088837,-57.3217189955007,1442.44922621797
"85",0.221775196664791,-57.3182635523809,1444.36347790211
"86",0.231525553779797,-57.4379033878446,1455.2781152256
"87",0.240345494528455,-57.2324504221372,1450.52066110527
"88",0.250455675768749,-57.3693927143855,1458.71420442076
"89",0.259572987017204,-57.296032523099,1459.27577115853
"90",0.268671784335505,-57.2245182128484,1458.1247331544
"91",0.277268044786512,-57.1068625199683,1459.17082337797
"92",0.285186105421516,-56.6727720234612,1445.3523005416
"93",0.294418365463804,-56.6860149785874,1452.5887084081
"94",0.304086046662581,-56.7683573736947,1459.05176413285
"95",0.312330343453385,-56.5196891944544,1452.24632369129
"96",0.321002880366812,-56.3148802725246,1444.89701731492
"97",0.330355187190389,-56.4374064656923,1456.50996331057
"98",0.337995565531407,-55.9009661460253,1436.32635845354
"99",0.346976944223977,-55.6725521808512,1427.52032060009
"100",0.355999645300915,-55.5425762449574,1425.55010501971
"101",0.364893900738949,-55.4844070822276,1427.02204864059
"102",0.373859453705018,-55.4919727612675,1433.1831955971
"103",0.381186305371293,-54.7519677543685,1399.84750936933
"104",0.389650668758413,-54.214904327982,1375.1523816684
"105",0.398187484065713,-54.0895587788333,1376.02052896182
"106",0.408053062337654,-54.2096190634673,1381.93784644782
"107",0.416893566529958,-54.0557299605274,1376.55126823789
"108",0.424783286515715,-53.7248641647983,1368.3529266008
"109",0.433587512096837,-53.5467945098351,1362.64434443441
"110",0.44284552850312,-53.6067933790095,1372.35834751929
"111",0.451969279787471,-53.4819312283959,1366.71718819121
"112",0.460275940206432,-53.0724425129453,1350.03815291293
"113",0.46925826228638,-52.7178384855362,1334.29485363555
"114",0.478543148931765,-52.6949593456008,1335.61119758575
"115",0.487187293105354,-52.1980775957207,1312.47817371258
"116",0.495869219042623,-51.9562190577801,1305.70002053054
"117",0.504747839527444,-51.7504502855432,1301.46176943511
"118",0.513731721854207,-51.473083231906,1291.4068150354
"119",0.522099424578266,-51.1549200564723,1282.90655299818
"120",0.532091441632957,-51.0884646714153,1280.2171007872
"121",0.541693218528212,-51.0276458983526,1279.06772758661
"122",0.551450095282961,-50.8917986481798,1273.96038098716
"123",0.561298500820034,-50.9977552569539,1282.54108541905
"124",0.570246608126805,-50.693219032046,1274.13189336907
"125",0.580093335359976,-50.547150556928,1269.05048276852
"126",0.588992072376135,-50.2215135908711,1257.29175356305
"127",0.598860827187433,-50.1794309838112,1256.80351118243
"128",0.607702970747854,-49.8928399881159,1247.48308516041
"129",0.617474335008374,-49.7899105967801,1244.93896133136
"130",0.626310206010865,-49.3521837224716,1230.00045952732
"131",0.635279975456381,-48.9459208184862,1215.91212256999
"132",0.64472601747489,-48.7887934396471,1213.90875917637
"133",0.654543366328522,-48.7176388382452,1214.31528111093
"134",0.664855685615939,-48.6610845883971,1212.22675009256
"135",0.674295964799509,-48.4063815846765,1202.35377588358
"136",0.684107571971765,-48.2856427141118,1202.72586075092
"137",0.695394070958312,-48.5035414260916,1215.55277082271
"138",0.705844144395571,-48.3937733514185,1213.63542102717
"139",0.715734947952281,-48.2063446420232,1209.26858648216
"140",0.725907598877032,-48.0074756232286,1203.12844679959
"141",0.735628943576658,-47.6954576040581,1193.46333214244
"142",0.746131525503533,-47.4472409197269,1185.67184303112
"143",0.756115557999124,-47.2074569316281,1180.12116899228
"144",0.767866683721049,-47.4538874992514,1194.64827013614
"145",0.778725506422833,-47.273666311174,1192.17152739462
"146",0.789397375801292,-47.0452709089582,1186.7260746062
"147",0.799755526498734,-46.8550781414445,1184.35668037637
"148",0.810337362382528,-46.618324465208,1178.21618501855
"149",0.822185496771625,-46.5494113966687,1177.56611000928
"150",0.833251488197282,-46.0804229623983,1155.12307461504
"151",0.844306460770745,-45.7834875240923,1143.05096967924
"152",0.85547456550088,-45.5826947476002,1137.2370698669
"153",0.86705569859341,-45.4093548803952,1133.43258934934
"154",0.878820301125695,-45.1035005873194,1122.30658347268
"155",0.889947773007537,-44.770709426176,1110.50832932644
"156",0.901883560438127,-44.6003544775885,1107.93377793317
"157",0.913568681544019,-44.1660172173109,1090.82057074973
"158",0.926334449386351,-44.2401178692576,1102.83532071804
"159",0.939023119059088,-43.989870342559,1096.15360308903
"160",0.951139508711113,-43.860181447996,1099.25287962684
"161",0.964835335979011,-43.7150984393149,1095.3620215558
"162",0.977249513020084,-43.2964973546475,1079.49188543401
"163",0.990866614181041,-43.2236504875583,1081.79572037617
"164",1.00281477790984,-42.5181756960947,1055.74618057202
"165",1.01758942713072,-42.724987996499,1069.63457035906
"166",1.03031379882509,-42.0855043456007,1045.8127316647
"167",1.04527868373623,-41.9539371935996,1044.05945576865
"168",1.06058345772086,-41.8156250394027,1039.3331543112
"169",1.07555822468377,-41.6769834559749,1040.47894578577
"170",1.09018480751227,-41.0050546729533,1016.14335091774
"171",1.10622298680407,-41.0349774548942,1027.78714688753
"172",1.12127420222202,-40.7731556934179,1027.7365274968
"173",1.13848090973557,-40.6961651834056,1031.38887153997
"174",1.15476055360317,-40.2238568528022,1017.74067840099
"175",1.17353389209758,-40.2642086383021,1021.56463097223
"176",1.19381480621698,-40.5825834175252,1043.78763895092
"177",1.21274466170565,-40.3111923025491,1036.07925042056
"178",1.23077145968238,-39.5560128905146,1006.63803817008
"179",1.25150774443419,-39.3350133756969,1003.64819342361
"180",1.27039070243111,-38.4153059162194,967.760897738086
"181",1.29159533695395,-38.0126423702351,965.272570041658
"182",1.31525447409552,-37.7319441863049,958.823854681044
"183",1.33832930961126,-37.3921904510437,953.421261027589
"184",1.36265870085392,-36.6303280162869,924.877233339765
"185",1.38871054503676,-36.3643472757095,917.329629717882
"186",1.4156463162992,-35.6375252695838,900.361275844466
"187",1.4434980091833,-34.8339818073851,883.58284012695
"188",1.47442221265587,-34.4285240599856,877.817690297377
"189",1.5066376867415,-33.7995304899006,865.59682579545
"190",1.54284792285957,-33.463763465567,862.16710522493
"191",1.58243206979106,-32.7895490631756,848.842448642514
"192",1.62268331948253,-31.895388358557,842.743183046165
"193",1.6708844557278,-30.9393088137881,811.025248802834
"194",1.72418268341154,-30.9285112877895,848.772411088138
"195",1.7848766731618,-30.2071500124909,857.994099594587
"196",1.85419881684445,-27.8370653797612,777.18932318728
"197",1.94108572079892,-26.6917227024236,766.572812110779
"198",2.06381318662724,-24.7452392030094,735.848057832151
"199",2.28188666873365,-25.4402684303622,883.078715846076
